course_code,name,courseries,term,course_major,course_type,course_level,teaching_type,grading_type,credit,hours,hours_per_week,campus,start_week,end_week,teachers,description,description_eng,teaching_material,reference_material,student_requirements,homepage
AIAA 2711,Mathematics for AI,AIAA,2024-1,AIAA,AIAA,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"ZHONG, Bingzhuo","This course aims to teach students the basic math concepts for Artificial Intelligence (AI). Key topics include fundamental Linear Algebra (Matrix Calculations, Norms, Eigenvectors and Eigenvalues), Calculus (Derivative, Taylor series, Multivariate Calculus), and Probability Theory (Distributions, Statistics of Random Variables, Bayesâ theorem). With these mathematical concepts, some basic principles of numerical optimization and typical AI algorithms (Gradient Descent, Maximum-likelihood, Regression, Least Square Estimation, Spectral Clustering, Matrix Decomposition, etc.) will also be introduced as examples to better relate math to AI. The approach of this course is specifically AI application oriented, aiming to help students to quickly establish a fundamental mathematical knowledge structure for AI studies. Through this course, students will acquire the fundamental mathematical concepts required for AI, understand the connections between AI and mathematics, and get prepared to learn the mathematical principles, formulas, inductions, and relevant proofs for advanced AI algorithms.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AIAA
AIAA 5032,Foundations of Artificial Intelligence,AIAA,2024-1,AIAA,AIAA,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"LIANG, Junwei","This course aims to provide students with an overview of Artificial Intelligence (AI) principles and techniques. Key topics include machine learning, search, game theories, Markov decision process, constraint satisfaction problems, Bayesian networks, etc. Through this course, students will learn and practice the foundational principles, techniques and tools to tackle new AI problems.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AIAA
AIAA 5033,AI Security and Privacy,AIAA,2024-1,AIAA,AIAA,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"ZHONG, Bingzhuo","This course introduces potential security and privacy vulnerabilities in Artificial Intelligence (AI) and covers basic and advanced protections. Topics include security and privacy risks in AI technologies, the goal of C.I.A. (Confidentiality, Integrity and Availability) in AI technologies, basic and advanced cryptography, protocol designs for AI security and privacy, etc.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AIAA
AIAA 5034,Reinforcement Learning and Optimization,AIAA,2024-1,AIAA,AIAA,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"RIKOS, APOSTOLOS","Learning to make good decisions is one of the keys to autonomous systems. This course will focus on Reinforcement Learning (RL), a currently very active subfield of artificial intelligence, and it will discuss selectively a number of algorithmic topics including Markov Decision Process, Q-Learning, function approximation, exploration and exploitation, policy search, imitation learning, model-based RL and optimal control. This course provides both the foundations and techniques for developing RL and deep RL algorithms that interact with physical environments, and real application cases of RL will be introduced. Basic knowledge of machine learning and mathematical optimization are expected for this course.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AIAA
AIAA 5048,Multimodal Artificial Intelligence,AIAA,2024-1,AIAA,AIAA,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"WANG, Hao","This course focuses on the Artificial Intelligence (AI) techniques and applications in multimodal tasks, which involve processing, fusing, and generating contents from multiple data modalities, such as images, videos, text etc. The course will cover the challenges, state-of-the-art methods, as well as hands-on experience in implementing and evaluating multi-modal deep learning models.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AIAA
AIAA 6011A,Trustworthy Graph Mining,AIAA,2024-1,AIAA,AIAA,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"DAI, Enyan","Graph mining methods have been investigated for various applications including financial analysis, traffica prediction, and drug discovery. Despite their great potential in benefiting humans in the real world, recent study shows that existing graph mining methods can leak private information, are vulnerable to adversarial attacks, can inherit and magnify societal bias from training data, and lack interpretability. In this course, representative graph mining models and their inner mechanisms will be discussed. Then, we will introduce the trustworthy graph mining methods  in  privacy, robustness, fairness, and explainability.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AIAA
AIAA 6011B,"Frontier of ""AI for Healthcare""",AIAA,2024-1,AIAA,AIAA,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"CHEN, Jintai","This course delves into essential machine learning and deep learning algorithms for healthcare applications, covering areas such as life sciences discovery, medical image analysis, biosignal processing, medical data mining, and foundational models for electronic health records. Core topics include key methodologies for algorithm design, commonly used data structures, and widely adopted algorithms tailored to diverse healthcare challenges. Additionally, the course highlights the latest advancements in this rapidly evolving field.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AIAA
AIAA 6091A,Independent Study,AIAA,2024-1,AIAA,AIAA,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,,An independent research project carried out under the supervision of a faculty member. Graded P or F.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AIAA
AIAA 6091B,Independent Study,AIAA,2024-1,AIAA,AIAA,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,,An independent research project carried out under the supervision of a faculty member. Graded P or F.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AIAA
AIAA 6101,Artificial Intelligence Seminar I,AIAA,2024-1,AIAA,AIAA,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,"CHEN, Jintai","Series of seminars presenting research problems currently under investigation, presented by faculty, students, and visiting speakers. Students are expected to attend regularly. Graded P or F.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AIAA
AIAA 6990,MPhil Thesis Research,AIAA,2024-1,AIAA,AIAA,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,Master's thesis research supervised by co-advisors from different disciplines. A successful defense of the thesis leads to the grade Pass. No course credit is assigned.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AIAA
AIAA 7990,Doctoral Thesis Research,AIAA,2024-1,AIAA,AIAA,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,Original and independent doctoral thesis research supervised by co-advisors from different disciplines. A successful defense of the thesis leads to the grade Pass. No course credit is assigned.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AIAA
IPEN 5100,"Innovation, Policy and Entrepreneurship",IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"HOU, Yun;LI, Moyan;SHIN, Jihoon","This course focuses on the practices and processes that managers in the business sector adopt to advance innovation and attention is also paid to the strategies that policy-makers from regulatory background pursue to manage innovation. Technological innovation will be examined through its process of exploring, executing, leveraging, and renewing from both the perspectives of entrepreneurs and regulators. Students will be guided to seek a collaborative governance mechanism that is workable for different players and sectors in innovation to achieve sustainable growth.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 5111,Public Management and Institutional Analysis,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"XU, Kewei","This course focuses on the theoretical and analytical perspective of public management and institutions. It introduces students to key concepts in the discipline of public management and institutional analysis. The course begins with a review of the evolution of thinking in this field. In the following sessions, students will be extensively exposed to theoretical frameworks. The course aims to equip students with theories that help students in building up their capacity toward academic research.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 5120,"Research Design for Innovation, Policy and Entrepreneurship Studies",IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"WU, Xun;WU, Xun","The purposes of the course are to introduce to students key concepts in research design, and to help them develop skills in the design of empirical research for conducting innovation, policy and entrepreneurship studies. Specific emphasis will be on the use of quasi-experimental designs in policy research, as well as on their potentials and limitations.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 5140,Quantitative Analysis and Empirical Methods,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"LI, Chenyang","This course introduces students to empirical methods and data management tools used in the current social science disciplines, with some special focuses on strategy, finance and applied micro-economics. The overall approach is to understand the common methods and research design used in the empirical research through intensive reading and replicating papers published in top journals. Students would also become proficient in the use of computer software that is widely used in analyzing quantitative data via empirical assignments.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 5160,Big Data Applications for Business and Government,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"XU, Kewei","This course will cover the key concepts and technologies of big data and data analysis, with a focus on the application of big data in formulating business strategies and policies, and related research issues on how big data affects the direction of business and policy development. The course will provide students with practical training on big data and data analysis based on real-world business or policy issues, ranging from collecting and preprocessing to organizing and analyzing large-scale data.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 5180,Disruptive Technologies and Society,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"WU, Xun","This course gives students a broad introduction to the key disruptive technologies, such as mobile internet, AI, and robotics, that have transformed our society. We will examine the practical applications of these technologies and discuss their socioeconomic impacts and policy responses. We will also look at the potential for businesses and governments to harness these disruptive technologies to deliver new services or improve existing ones and enhance value in public and private sectors.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 5270,Corporate ESG Practice and Research,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"HE, Jinyu","This course focuses on the development of the ESG (Environmental, Social and Governance) movement and its relationship with other long-standing concepts such as corporate social responsibility and sustainability. It aims to review the content, antecedences, and consequences of corporate ESG practices and stimulate new research ideas in related areas.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 5280,Technological Catching-up Policies and Management,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"SHIN, Jihoon","This course deals with various issues when late-comer firms and countries may encounter in the technological catching-up with the more advanced firms and countries. Technological stages and paths are studied and highlighted at the three different levels of country, sector and firms. Students will learn various theories regarding technological catching-up and have opportunities to apply them to real cases.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 5310,Behavioral Economics and Public Policy,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"ZHANG, Xu","This course introduces behavioral economics - the incorporation of insights from psychology into economics - with an emphasis on its value for improving empirical predictions and policy decisions. Students will learn the major themes of behavioral economics and apply them to improve the design, implementation, and evaluation of public policies in a wide variety of domains.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 5330,Energy Economics and Policy,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"LU, Yangsiyu","This course provides an in-depth examination of the economics and policy issues surrounding energy. Topics include energy demand and supply, market structures, renewable energy technologies, fossil fuels, energy security, climate change, transportation, innovation, and policy analysis. Students will also participate in a research project to apply their knowledge to real-world scenarios.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 5360,Climate Innovation: Policy and Development,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"LU, Yangsiyu","Climate innovation, driven by technological innovation and system change, has the potential to be a disruptive force in combating global challenges. This course will cover policy issues of cleantech development and introduce students to both incentives and challenges of climate investment. Through lectures, discussions, and case studies, students will explore how policy and financial instruments can influence the development of clean technologies.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 5400,Climate Change: Science and Governance,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"PARK, SEONA","This course prepares students to acquire the basic knowledge of climate change, which sits on the intersection of science and governance. It will review some of the scientific facts of climate change and contrast the scientific research findings with climate governance status. Case study on transforming to a low carbon society will be conducted in later part of the course. Aspects to consider include both scientific support and governance complexity of the low carbon city idea. Students are expected to build their own analysis of the climate change issue at the end of the course.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 6000C,Independent Study,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,,"Independent study in a designated subject under direct guidance of a faculty member to provide students the advanced knowledge and research skill sets on a topic of Innovation, Policy and Entrepreneurship. Required readings, tutorial discussions, and submission of report(s) will be used for assessment. The course may be repeated for credit if different topics are studied. Graded P or F.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 6100B,Infrastructure Finance & Policy for Carbon Neutrality,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"GUMBER, ANURAG","This is a graduate-level interdisciplinary course that will teach how infrastructure assets that reduce carbon emissions are developed, financed, and supported with policy. The course will cover topics in financial risk management, project and corporate finance, asset valuation, innovation finance, climate and environmental policy, and project management. The course will rely on cases in the energy, transport, and urban infrastructure systems. Through lectures, case studies, and assignments, students will learn to conduct financial analysis, develop financial models, and assess relevant financial policy options for carbon neutrality.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 6100D,Carbon Pricing and Climate Finance,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"QI, Shaozhou","As a special course, the course is positioned as a doctoral course, with 3 credits, and will be divided into the following aspects for teaching: 
First, the basic principles of carbon pricing. On the basis of understanding the basic principles, compare the policy practices of carbon pricing in major countries and regions around the world, and understand the formation, evolution, effects, evaluation, reform and improvement of different global carbon pricing policies. 
Second, cutting-edge achievements in academic research on carbon pricing. Including the impact of carbon pricing on energy conservation and emission reduction, energy transformation, industrial transformation, international trade, low-carbon technological innovation, international low-carbon competitiveness, risk-taking ability, the role of AI and Big data etc. 
Third, climate investment and financing. Understand and master the basic principles of climate investment and financing, the relationship between climate investment and financing and carbon pricing, climate investment and financing policies, products, models, investment and financing entities, investment and financing income and risks, the role of AI and Big data etc. 
Fourth, case analysis of enterprises carrying out carbon asset management and climate investment & financing under the carbon pricing policy.
Fifth, teaching method. Professor's lectures and explanations, students' sharing of cutting-edge papers, classroom discussions, comments and summaries. 
Sixthly, there are four examination methods: Course paper, case analysis, simulation design of carbon pricing policy and simulation design of climate investment and financing.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 6102,IPEN Program Seminar II,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,1,39,3,GZ,1,13,"LI, Moyan","This course is expected to expose the RPg students to the current innovation, policy and entrepreneurship research and development, and provide them with opportunities to make social contacts with the speakers in both environmental innovation communities and policy communities. This course will be an essential part of training for our RPg students. Seminar II is an extension of Seminar I. While the overall design of the seminar course looks essentially the same, topics covered and guests invited will be differentiated. Graded P or F.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 6990,MPhil Thesis Research,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,Master's thesis research supervised by co-advisors from different disciplines. A successful defense of the thesis leads to the grade Pass. No course credit is assigned.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
IPEN 7990,Doctoral Thesis Research,IPEN,2024-1,IPEN,IPEN,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,Original and independent doctoral thesis research supervised by co-advisors from different disciplines. A successful defense of the thesis leads to the grade Pass. No course credit is assigned.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IPEN
UGOD 5010,Science of Cities,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"KAN, Ge Lin;WANG, Binzhe;ZHAO, Wufan;ZHOU, Muzhi","The course aims to provide a comprehensive understanding of the city and the system of cities, the challenges faced by cities, especially the rapidly-developing large cities, and the key tools for interventions in response to critical pressures linked to economic development, urbanization, globalization, migration, social inclusion, climate change, resource efficiency, technology etc.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
UGOD 5030,GIS and Spatial Analysis,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,3,4,4,GZ,1,13,"LI, Chaosu;LI, Chaosu","This course introduces students to the basic concepts and methods in Geographic Information System (GIS), and their applications in urban design and governance, environmental and infrastructure sustainability, and smart city management. This course integrates social science and informatics perspectives, and is suitable for students with various backgrounds. In addition to learning traditional GIS data, spatial analytical techniques, and GIS software, this course also develops skills of manipulating spatially detailed urban sensing Big Data (about urban activities, environmental qualities, and mobility patterns).",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
UGOD 5050,Cities and Society,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"ZHANG, Zhuoni","The course looks at some of the major drivers of urban inequality and poverty, and the key actions that cities are taking to reduce urban inequalities through urban design, infrastructure and policy. Students are introduced with tools to analyze the socio-demographic profile of households and neighborhoods/communities and their relation to spatial distribution and clustering in cities of both the developing and the developed world. A particular emphasis is placed on identifying spatial strategies that can alleviate the concentration of urban poverty and inequality to enhance urban social cohesion by optimizing access to jobs, housing, education, health, public space, transport and community infrastructure.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
UGOD 5101,Empirical Methods for Urban Research,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"YANG, Lin","The course introduces students to basic practices and tools that will enhance their ability to conduct empirical research and analysis in applied economics and relevant disciplines in a data-rich world. By the end of the course, the students will be proficient in a variety of data management, visualization, and quantitative techniques necessary to efficiently conduct independent research. The course format is âhands-onâ, and students will conduct most of their work on their personal computers using R and RStudio.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
UGOD 5102,Life Course Research,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"ZHOU, Muzhi","Life course analysis provides a framework to understand many topics across different disciplines, such as family and fertility, migration, child development and education, paid and unpaid work, and wellbeing, heath and ageing. Those decisions or outcomes of individuals are a result of how individuals interact with each other in the specific culture and historical context that is shaped by our city, policy, and environment. This course will introduce the field of life course research and basic concepts, cover a range of established research topics, with a focus on the theoretical and substantive research in addition to the translation of these research questions into empirical applications. Another central goal will be the introduction of event history techniques and sequence analysis. Students will learn how social survey data, administrative data, and geographic information are synthesized to answer those research questions.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
UGOD 5105,Urban Complexity Analysis and Modeling,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"JIANG, BIN;JIANG, BIN","Going beyond conventional GIS and geospatial analysis, this course delves into the realm of complexity-science methods, including fractal geometry, power law statistics, space syntax, complex networks, scaling hierarchy, and cellular automata. By embracing pivotal concepts like ""natural streets"" and ""natural cities,"" alongside the tools such as Axwoman and head/tail breaks, students will explore city structure and dynamics from a complexity-science perspective. These concepts, methods and tools will be applied to open-access geospatial big data such as OpenStreetMap, nighttime imagery, and location-based social media data for revealing insights into cities for better transforming modern cities towards a sustainable planet.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
UGOD 5112,Machine Learning in Remote Sensing,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"ZHAO, Wufan","This course focuses on applying machine and deep learning methods for remote sensing and covers a variety of practical applications of remote sensing image processing in complex urban environments. Through a mixture of theoretical and hands-on sessions, students will gain a deeper understanding of advanced image analysis methods and will be able to apply new concepts and approaches to enhance their problem-solving abilities in the interdisciplinary field using multi-source geo-information.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
UGOD 6000A,Independent Study,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,,"Independent study in a designated subject under direct guidance of a faculty member to provide students the advanced knowledge and research skill sets on urban governance and design related topics. Required readings, tutorial discussions, and submission of report(s) will be used for assessment. The course may be repeated for credit if different topics are studied.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
UGOD 6000B,Independent Study,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,1,39,3,GZ,1,13,,"Independent study in a designated subject under direct guidance of a faculty member to provide students the advanced knowledge and research skill sets on urban governance and design related topics. Required readings, tutorial discussions, and submission of report(s) will be used for assessment. The course may be repeated for credit if different topics are studied.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
UGOD 6100A,Behavioral Geography: Space-Time Dynamics of Human Mobility,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"LI, Qiumeng","This course explores the theories, principles, and methods for analyzing spatiotemporal behaviors, with a focus on understanding patterns in human mobility, urban dynamics, and transportation systems (especially micro-mobility systems). Students will learn to apply computational techniques to geographic and mobility data, integrating concepts from transportation studies to examine how individuals and populations interact with their environment over time and space. The first part of the course introduces spatiotemporal behavior, while the second part involves case studies, analysis, and simulation of spatiotemporal behavior using methods such as agent-based modeling and machine learning.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
UGOD 6100B,Urban Simulation and Analytics,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"WU, Cai","The moduleâs objective is to familiarise students with the modelling of urban systems and their analytical applications. Two major techniques will be introduced in this course: Network Science and Agent-based Modeling (ABM). In the Network Science section, students will learn the basic concepts and recent developments in network science and its applications in urban studies. They will learn how to represent various urban systems using a graph structure and apply advanced machine-learning techniques, including Graph Neural Networks (GNN) and Computer Vision (CV) techniques, to analyse the urban system, including street networks and mobility patterns. For the ABM part of the course, students are expected to understand the core concepts of ABM, including agents, environments, and behaviours. They will design and implement ABM for urban systems using tools like NetLogo or Mesa, simulate models, and analyse outcomes to study urban dynamics such as human dynamics and urban development. Additionally, students are expected to integrate advanced machine learning tools such as GNN and CV techniques in their projects. Prerequisites: basic knowledge of Python and GIS software.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
UGOD 6100C,Qualitative and mixed research,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"LIU, Xiaofeng","This course will provide an overview of qualitative and mixed research, with an emphasis on its application in urban studies. The course will begin with a discussion of the main types of research methodologies and the history of mixed research. We will delve into the techniques for collecting, analyzing, integrating, and reporting data from multiple sources will be introduced. The course will also discuss different forms of causality, causal inference, and theory testing in qualitative and comparative case study approaches. Participants will be encouraged to engage with the latest trends in mixed methods including qualitative comparative analysis, process tracing, and analytical narratives. The main goal of this course is to equip participants with relevant knowledge, skills and awareness of using the proper methods in solving the research questions in social science studies.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
UGOD 6102,UGOD Program Seminar II,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,1,39,3,GZ,1,13,"WANG, Binzhe","Selected topics in hands-on data analyses, such as statistical software (R, STATA, or SAS), data management, and visualization, will be introduced to students in urban governance and design for their research. The course is offered once a year. Graded P or F.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
UGOD 6990,MPhil Thesis Research,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,Master's thesis research supervised by co-advisors from different disciplines. A successful defense of the thesis leads to the grade Pass. No course credit is assigned.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
UGOD 7990,Doctoral Thesis Research,UGOD,2024-1,UGOD,UGOD,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,Original and independent doctoral thesis research supervised by co-advisors from different disciplines. A successful defense of the thesis leads to the grade Pass. No course credit is assigned.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UGOD
MICS 6000X,Advanced VLSI Design,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"JIANG, Hongwu","This course introduces contemporary design of VLSI circuits. The material covers nanometer CMOS technology and scaling, design principles of digital circuits, as well as designs of core VLSI building units. Examples include arithmetic circuits, the memory system, I/O circuitries, and other important circuits for VLSI system integration. Implementations in CMOS will be overarched by considerations of key design metrics, such as timing, power, and reliability. This course is a project-oriented class, which requires students to design and layout VLSI circuits and sub-systems using commercially available design tools.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6000Y,Power Management Integrated Circuits Design,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"CAI, Guigang",Power management integrated circuits (PMICs) are essential components in modern electronic systems. PMICs perform various functions such as voltage regulation and power conversion to ensure that electronic components receive the correct power levels for optimal performance. This is an introductory course on PMICs design. It covers the fundamental working principle and design consideration of low-dropout (LDO) regulator and switched-capacitor (or charge pump).,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6000Z,Micro/Nano Fabrication of Optoelectronic Devices,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"WANG, Renjie","This course covers the fundamentals of micro/nano processing and fabrication technologies for optoelectronic devices. Students will explore topics such as the thermodynamics and kinetics of growth and deposition, vacuum technology, deposition technologies, micro/nano characterization techniques, lithography, etching, implantation, and various control parameters of these processes. Additionally, the course will examine how micro/nano processing and fabrication relate to optoelectronic device performance and its applications. These devices are widely used in fields such as communications, transportation, environmental monitoring, aerospace applications, energy production, medical applications, and others.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6001B,VLSI Devices and Technology,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"LIU, Xiwen","This is a foundational course designed to introduce students to the operational principles and technology of semiconductor devices commonly used in modern VLSI (Very Large Scale Integration). The course will delve into a wide range of topics, including Semiconductor properties, IC fabrication technology, PN junctions, Bipolar Junction Transistors (BJT), and MOSFETs. Additionally, this course will explore the future technology trends in the electronics industry, highlighting how modern VLSI technologies are sensitive to structural details and fabrication techniques. Students will gain insights into how VLSI devices are designed, the potential future evolutions in this field, and the impact of fabrication techniques on device electrical performance.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6001J,Wireless Communications Integrated Circuits,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"HUANG, Zhiqiang","Wireless communications have become the cornerstone of modern society and the necessities of everyday life. The course will provide a complete view for wireless communications from system perspective to radio-frequency/analog/mixed-signal integrated circuit design. The course will firstly introduce the basic concepts in integrated circuit design and wireless communications, such as noise, linearity, modulation scheme, mobile systems and wireless standards. It then will cover passive integrated circuits, active integrated circuits and system architectures.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6001K,Logic Synthesis and Optimization,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"ZHANG, Hongce","This course will introduce both the classical and modern logic optimization methods, such as the Quine McCluskey Method, the Espresso algorithm, and various optimizations based on And-Inverter-Graphs. It will also touch upon the whole digital frontend design flow, including HDL processing, standard cell mapping, logic testing and verification.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
